event_id,src_ip,kind,timestamp,label,src_ip_hash,kind_encoded,hour_of_day,day_of_week,is_weekend,is_night,is_business_hours,http_status_code,is_error_code,url_length,has_sql_keywords,has_path_traversal,has_xss_attempt,request_count_1min,request_count_5min,unique_kinds_count,avg_time_between_requests,ssh_username_length,ssh_has_root,ssh_has_admin,ssh_invalid_user,port_number,is_common_port,is_high_port
evt_704660,125.35.64.33,web_fuzz,2025-12-22T22:12:29.899975,0,125356433,3,22,0,0,0,0,304.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_918859,60.51.194.72,web_fuzz,2025-12-22T22:23:04.899975,0,60529472,3,22,0,0,0,0,200.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_419939,169.243.84.68,port_scan,2025-12-22T22:36:29.899975,0,171438468,2,22,0,0,0,0,,,,,,,0,0,0,0.0,,,,,22.0,1.0,0.0
evt_104539,25.49.220.91,port_scan,2025-12-22T22:40:52.899975,1,25512091,2,22,0,0,0,0,,,,,,,0,0,0,0.0,,,,,9200.0,0.0,1.0
evt_628687,25.49.220.91,port_scan,2025-12-22T22:40:54.899975,1,25512091,2,22,0,0,0,0,,,,,,,1,1,1,0.0,,,,,5900.0,0.0,1.0
evt_832045,25.49.220.91,port_scan,2025-12-22T22:40:56.899975,1,25512091,2,22,0,0,0,0,,,,,,,2,2,1,2.0,,,,,3306.0,1.0,1.0
evt_561023,25.49.220.91,port_scan,2025-12-22T22:40:58.899975,1,25512091,2,22,0,0,0,0,,,,,,,3,3,1,2.0,,,,,3389.0,1.0,1.0
evt_975290,25.49.220.91,port_scan,2025-12-22T22:41:00.899975,1,25512091,2,22,0,0,0,0,,,,,,,4,4,1,2.0,,,,,3389.0,1.0,1.0
evt_544692,25.49.220.91,port_scan,2025-12-22T22:41:02.899975,1,25512091,2,22,0,0,0,0,,,,,,,5,5,1,2.0,,,,,27017.0,0.0,1.0
evt_338607,25.49.220.91,port_scan,2025-12-22T22:41:04.899975,1,25512091,2,22,0,0,0,0,,,,,,,6,6,1,2.0,,,,,9200.0,0.0,1.0
evt_898395,25.49.220.91,port_scan,2025-12-22T22:41:06.899975,1,25512091,2,22,0,0,0,0,,,,,,,7,7,1,2.0,,,,,8443.0,0.0,1.0
evt_422266,83.250.9.29,ssh_failed,2025-12-22T22:47:32.899975,0,85500929,1,22,0,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_439498,59.148.40.219,port_scan,2025-12-22T22:56:11.899975,0,60484219,2,22,0,0,0,0,,,,,,,0,0,0,0.0,,,,,443.0,1.0,0.0
evt_676289,136.216.108.238,web_fuzz,2025-12-22T23:05:01.899975,0,138171038,3,23,0,0,1,0,200.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_888795,185.134.91.130,ssh_failed,2025-12-22T23:10:07.899975,0,186349230,1,23,0,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_232915,60.51.194.72,ssh_failed,2025-12-22T23:12:16.899975,0,60529472,1,23,0,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_578693,98.49.183.217,ssh_failed,2025-12-22T23:21:01.899975,0,98508517,1,23,0,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_817611,120.128.5.175,ssh_failed,2025-12-22T23:25:56.899975,0,121280675,1,23,0,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_214928,98.138.112.176,port_scan,2025-12-22T23:27:14.899975,0,99391376,2,23,0,0,1,0,,,,,,,0,0,0,0.0,,,,,443.0,1.0,0.0
evt_137572,168.255.202.227,ssh_failed,2025-12-22T23:47:01.899975,0,170570427,1,23,0,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_189913,139.102.159.103,web_fuzz,2025-12-23T00:01:53.899975,0,140036003,3,0,1,0,1,0,404.0,1.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_675462,142.150.185.148,port_scan,2025-12-23T00:08:36.899975,0,143518648,2,0,1,0,1,0,,,,,,,0,0,0,0.0,,,,,22.0,1.0,0.0
evt_342397,93.157.122.15,port_scan,2025-12-23T00:09:54.899975,0,94582215,2,0,1,0,1,0,,,,,,,0,0,0,0.0,,,,,80.0,1.0,0.0
evt_237579,50.35.23.170,ssh_failed,2025-12-23T00:10:42.899975,0,50352470,1,0,1,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_900177,117.186.83.95,web_fuzz,2025-12-23T00:39:02.899975,0,118868395,3,0,1,0,1,0,304.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_241276,17.108.161.55,web_fuzz,2025-12-23T00:49:39.899975,0,18096155,3,0,1,0,1,0,200.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_419739,59.148.40.219,ssh_failed,2025-12-23T00:52:01.899975,0,60484219,1,0,1,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_484398,17.197.195.153,web_fuzz,2025-12-23T00:59:26.899975,0,18989653,3,0,1,0,1,0,200.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_766833,185.58.136.197,ssh_failed,2025-12-23T01:34:20.899975,0,185593797,1,1,1,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_746154,98.49.183.217,port_scan,2025-12-23T01:39:31.899975,0,98508517,2,1,1,0,1,0,,,,,,,0,0,0,0.0,,,,,80.0,1.0,0.0
evt_941814,58.32.173.6,web_fuzz,2025-12-23T01:48:14.899975,0,58337306,3,1,1,0,1,0,200.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_538897,161.81.216.153,web_fuzz,2025-12-23T02:01:20.899975,0,161831753,3,2,1,0,1,0,200.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_736408,175.36.87.137,web_fuzz,2025-12-23T02:25:16.899975,0,175368837,3,2,1,0,1,0,200.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_128418,185.134.91.130,web_fuzz,2025-12-23T02:27:45.899975,0,186349230,3,2,1,0,1,0,304.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_781533,151.142.3.195,port_scan,2025-12-23T02:49:05.899975,0,152420495,2,2,1,0,1,0,,,,,,,0,0,0,0.0,,,,,443.0,1.0,0.0
evt_908475,189.52.44.152,ssh_failed,2025-12-23T02:52:20.899975,0,189524552,1,2,1,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_440998,62.40.43.188,ssh_failed,2025-12-23T02:55:48.899975,0,62404488,1,2,1,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_611833,139.102.159.103,web_fuzz,2025-12-23T03:00:05.899975,0,140036003,3,3,1,0,1,0,200.0,0.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_243006,98.49.183.217,web_fuzz,2025-12-23T03:35:05.899975,0,98508517,3,3,1,0,1,0,304.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_555292,93.157.122.15,web_fuzz,2025-12-23T03:38:07.899975,0,94582215,3,3,1,0,1,0,200.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_621199,165.234.73.68,port_scan,2025-12-23T03:49:13.899975,0,167347368,2,3,1,0,1,0,,,,,,,0,0,0,0.0,,,,,22.0,1.0,0.0
evt_495490,168.255.202.227,ssh_failed,2025-12-23T03:50:12.899975,0,170570427,1,3,1,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_243132,112.80.232.1,web_fuzz,2025-12-23T03:57:22.899975,0,112823201,3,3,1,0,1,0,200.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_352356,165.234.73.68,web_fuzz,2025-12-23T03:59:31.899975,0,167347368,3,3,1,0,1,0,304.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_831963,36.126.134.192,port_scan,2025-12-23T04:08:12.899975,0,37273592,2,4,1,0,1,0,,,,,,,0,0,0,0.0,,,,,80.0,1.0,0.0
evt_194511,9.161.205.69,web_fuzz,2025-12-23T04:19:34.899975,0,10630569,3,4,1,0,1,0,404.0,1.0,6.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_159645,96.82.0.154,ssh_failed,2025-12-23T04:31:24.899975,0,96820154,1,4,1,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_491029,187.125.83.119,web_fuzz,2025-12-23T04:42:43.899975,0,188258419,3,4,1,0,1,0,200.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_810446,112.80.232.1,web_fuzz,2025-12-23T04:43:24.899975,0,112823201,3,4,1,0,1,0,304.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_916332,56.119.13.144,ssh_failed,2025-12-23T04:44:38.899975,0,57191444,1,4,1,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_862285,28.152.101.40,web_fuzz,2025-12-23T04:53:51.899975,0,29530140,3,4,1,0,1,0,404.0,1.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_438503,58.32.173.6,ssh_failed,2025-12-23T05:02:50.899975,0,58337306,1,5,1,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_706174,189.52.44.152,ssh_failed,2025-12-23T05:18:13.899975,0,189524552,1,5,1,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_630573,51.214.112.115,ssh_failed,2025-12-23T05:30:00.899975,0,53151315,1,5,1,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_726258,98.138.112.176,web_fuzz,2025-12-23T05:36:10.899975,0,99391376,3,5,1,0,1,0,304.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_834061,17.108.161.55,web_fuzz,2025-12-23T05:37:42.899975,0,18096155,3,5,1,0,1,0,200.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_286638,56.119.13.144,ssh_failed,2025-12-23T05:38:35.899975,0,57191444,1,5,1,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_151685,98.138.112.176,web_fuzz,2025-12-23T05:54:15.899975,0,99391376,3,5,1,0,1,0,404.0,1.0,6.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_151690,17.108.161.55,web_fuzz,2025-12-23T06:02:27.899975,0,18096155,3,6,1,0,0,0,304.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_409030,136.216.108.238,web_fuzz,2025-12-23T06:06:35.899975,0,138171038,3,6,1,0,0,0,200.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_859489,118.63.193.21,ssh_failed,2025-12-23T06:07:37.899975,0,118649321,1,6,1,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_153325,187.125.83.119,ssh_failed,2025-12-23T06:14:29.899975,0,188258419,1,6,1,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_195643,187.125.83.119,ssh_failed,2025-12-23T06:21:17.899975,0,188258419,1,6,1,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_236384,117.186.83.95,web_fuzz,2025-12-23T06:26:37.899975,0,118868395,3,6,1,0,0,0,304.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_742191,151.142.3.195,ssh_failed,2025-12-23T06:27:44.899975,0,152420495,1,6,1,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_238327,201.242.208.49,web_fuzz,2025-12-23T06:35:11.899975,1,203440849,3,6,1,0,0,0,404.0,1.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_553959,201.242.208.49,web_fuzz,2025-12-23T06:35:13.899975,1,203440849,3,6,1,0,0,0,404.0,1.0,23.0,0.0,1.0,0.0,1,1,1,0.0,,,,,,,
evt_428486,201.242.208.49,web_fuzz,2025-12-23T06:35:15.899975,1,203440849,3,6,1,0,0,0,404.0,1.0,23.0,0.0,1.0,0.0,2,2,1,2.0,,,,,,,
evt_975355,201.242.208.49,web_fuzz,2025-12-23T06:35:17.899975,1,203440849,3,6,1,0,0,0,401.0,1.0,5.0,0.0,0.0,0.0,3,3,1,2.0,,,,,,,
evt_396668,201.242.208.49,web_fuzz,2025-12-23T06:35:19.899975,1,203440849,3,6,1,0,0,0,404.0,1.0,5.0,0.0,0.0,0.0,4,4,1,2.0,,,,,,,
evt_513224,112.80.232.1,ssh_failed,2025-12-23T06:46:31.899975,0,112823201,1,6,1,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_428267,71.125.114.36,web_fuzz,2025-12-23T06:55:46.899975,0,72261436,3,6,1,0,0,0,200.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_506945,142.150.185.148,web_fuzz,2025-12-23T07:04:36.899975,0,143518648,3,7,1,0,0,0,304.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_799731,207.81.216.88,web_fuzz,2025-12-23T07:04:43.899975,0,207831688,3,7,1,0,0,0,200.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_268956,112.80.232.1,ssh_failed,2025-12-23T07:10:29.899975,0,112823201,1,7,1,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_580292,62.40.43.188,web_fuzz,2025-12-23T07:14:20.899975,0,62404488,3,7,1,0,0,0,304.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_425138,189.52.44.152,ssh_failed,2025-12-23T07:22:03.899975,0,189524552,1,7,1,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_499060,109.93.142.119,web_fuzz,2025-12-23T07:44:59.899975,1,109944319,3,7,1,0,0,0,403.0,1.0,35.0,0.0,0.0,1.0,0,0,0,0.0,,,,,,,
evt_474725,109.93.142.119,web_fuzz,2025-12-23T07:45:01.899975,1,109944319,3,7,1,0,0,0,500.0,1.0,35.0,0.0,0.0,1.0,1,1,1,0.0,,,,,,,
evt_793360,109.93.142.119,web_fuzz,2025-12-23T07:45:03.899975,1,109944319,3,7,1,0,0,0,404.0,1.0,23.0,0.0,1.0,0.0,2,2,1,2.0,,,,,,,
evt_779564,109.93.142.119,web_fuzz,2025-12-23T07:45:05.899975,1,109944319,3,7,1,0,0,0,401.0,1.0,30.0,1.0,0.0,0.0,3,3,1,2.0,,,,,,,
evt_419723,109.93.142.119,web_fuzz,2025-12-23T07:45:07.899975,1,109944319,3,7,1,0,0,0,403.0,1.0,23.0,0.0,1.0,0.0,4,4,1,2.0,,,,,,,
evt_667451,84.28.117.211,web_fuzz,2025-12-23T07:47:58.899975,0,84291911,3,7,1,0,0,0,404.0,1.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_211291,56.119.13.144,web_fuzz,2025-12-23T07:51:56.899975,0,57191444,3,7,1,0,0,0,200.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_778636,72.79.110.246,ssh_failed,2025-12-23T07:58:27.899975,0,72801246,1,7,1,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_287654,9.161.205.69,web_fuzz,2025-12-23T08:00:04.899975,0,10630569,3,8,1,0,0,0,200.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_932463,165.234.73.68,ssh_failed,2025-12-23T08:30:57.899975,0,167347368,1,8,1,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_921967,151.142.3.195,ssh_failed,2025-12-23T08:42:29.899975,0,152420495,1,8,1,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_983472,165.234.73.68,ssh_failed,2025-12-23T08:44:20.899975,0,167347368,1,8,1,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_521805,172.191.224.231,ssh_failed,2025-12-23T08:47:09.899975,0,173932631,1,8,1,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_785010,196.172.52.24,ssh_failed,2025-12-23T08:51:24.899975,0,197725224,1,8,1,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_993647,89.135.22.187,ssh_failed,2025-12-23T09:11:41.899975,0,90352387,1,9,1,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_239816,59.148.40.219,web_fuzz,2025-12-23T09:14:06.899975,0,60484219,3,9,1,0,0,1,200.0,0.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_925206,59.148.40.219,port_scan,2025-12-23T09:20:24.899975,0,60484219,2,9,1,0,0,1,,,,,,,0,0,0,0.0,,,,,22.0,1.0,0.0
evt_905967,175.36.87.137,web_fuzz,2025-12-23T09:33:11.899975,0,175368837,3,9,1,0,0,1,200.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_833417,83.250.9.29,web_fuzz,2025-12-23T09:41:31.899975,0,85500929,3,9,1,0,0,1,200.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_207573,194.24.56.40,web_fuzz,2025-12-23T09:48:23.899975,0,194245640,3,9,1,0,0,1,200.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_148159,50.35.23.170,ssh_failed,2025-12-23T09:56:59.899975,0,50352470,1,9,1,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_960622,136.216.108.238,ssh_failed,2025-12-23T10:04:57.899975,0,138171038,1,10,1,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_299212,98.138.112.176,ssh_failed,2025-12-23T10:12:26.899975,0,99391376,1,10,1,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_649435,58.32.173.6,ssh_failed,2025-12-23T10:17:09.899975,0,58337306,1,10,1,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_752878,120.128.5.175,ssh_failed,2025-12-23T10:23:46.899975,0,121280675,1,10,1,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_275741,60.51.194.72,web_fuzz,2025-12-23T10:25:53.899975,0,60529472,3,10,1,0,0,1,200.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_321494,142.150.185.148,ssh_failed,2025-12-23T10:33:52.899975,0,143518648,1,10,1,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_216356,125.35.64.33,web_fuzz,2025-12-23T10:34:23.899975,0,125356433,3,10,1,0,0,1,200.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_660596,93.157.122.15,web_fuzz,2025-12-23T10:41:04.899975,0,94582215,3,10,1,0,0,1,200.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_578987,72.79.110.246,web_fuzz,2025-12-23T10:48:47.899975,0,72801246,3,10,1,0,0,1,304.0,0.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_813824,168.255.202.227,web_fuzz,2025-12-23T11:08:41.899975,0,170570427,3,11,1,0,0,1,404.0,1.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_153015,189.52.44.152,ssh_failed,2025-12-23T11:23:35.899975,0,189524552,1,11,1,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_319553,150.219.204.93,ssh_failed,2025-12-23T11:30:20.899975,0,152210493,1,11,1,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_105621,193.121.85.105,port_scan,2025-12-23T11:43:15.899975,1,194218605,2,11,1,0,0,1,,,,,,,0,0,0,0.0,,,,,8080.0,1.0,1.0
evt_749758,193.121.85.105,port_scan,2025-12-23T11:43:17.899975,1,194218605,2,11,1,0,0,1,,,,,,,1,1,1,0.0,,,,,9200.0,0.0,1.0
evt_513869,193.121.85.105,port_scan,2025-12-23T11:43:19.899975,1,194218605,2,11,1,0,0,1,,,,,,,2,2,1,2.0,,,,,5432.0,1.0,1.0
evt_686741,193.121.85.105,port_scan,2025-12-23T11:43:21.899975,1,194218605,2,11,1,0,0,1,,,,,,,3,3,1,2.0,,,,,3389.0,1.0,1.0
evt_838927,196.172.52.24,ssh_failed,2025-12-23T11:57:17.899975,0,197725224,1,11,1,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_835395,93.157.122.15,port_scan,2025-12-23T12:01:07.899975,0,94582215,2,12,1,0,0,1,,,,,,,0,0,0,0.0,,,,,22.0,1.0,0.0
evt_882692,139.7.47.238,ssh_failed,2025-12-23T12:02:59.899975,1,139074938,1,12,1,0,0,1,,,,,,,0,0,0,0.0,13.0,0.0,1.0,1.0,,,
evt_434132,139.7.47.238,ssh_failed,2025-12-23T12:03:01.899975,1,139074938,1,12,1,0,0,1,,,,,,,1,1,1,0.0,6.0,0.0,0.0,1.0,,,
evt_532472,139.7.47.238,ssh_failed,2025-12-23T12:03:03.899975,1,139074938,1,12,1,0,0,1,,,,,,,2,2,1,2.0,9.0,0.0,0.0,1.0,,,
evt_268384,139.7.47.238,ssh_failed,2025-12-23T12:03:05.899975,1,139074938,1,12,1,0,0,1,,,,,,,3,3,1,2.0,8.0,0.0,0.0,1.0,,,
evt_525581,139.7.47.238,ssh_failed,2025-12-23T12:03:07.899975,1,139074938,1,12,1,0,0,1,,,,,,,4,4,1,2.0,6.0,0.0,0.0,1.0,,,
evt_197545,136.216.108.238,ssh_failed,2025-12-23T12:03:13.899975,0,138171038,1,12,1,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_747983,118.63.193.21,port_scan,2025-12-23T12:06:58.899975,0,118649321,2,12,1,0,0,1,,,,,,,0,0,0,0.0,,,,,443.0,1.0,0.0
evt_213206,168.255.202.227,web_fuzz,2025-12-23T12:19:29.899975,0,170570427,3,12,1,0,0,1,200.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
